date,type,sales,drawdate,jackpot
2014-05-16,bc49," 45,760 ",2014-05-17,"$2,000,000"
2014-05-16,extra," 46,787 ",2014-05-17,"$500,000"
2014-05-16,lotto649," 230,827 ",2014-05-17,"$ 5,000,000 "
2014-05-17,bc49," 84,574 ",2014-05-17,"$2,000,000"
2014-05-17,extra," 59,306 ",2014-05-17,"$500,000"
2014-05-17,lotto649," 347,196 ",2014-05-17,"$ 5,000,000 "
2014-05-18,bc49," 22,447 ",2014-05-21,"$2,000,000"
2014-05-18,extra," 22,248 ",2014-05-21,"$500,000"
2014-05-18,lotto649," 104,422 ",2014-05-21,"$ 7,000,000 "
2014-05-19,bc49," 20,740 ",2014-05-21,"$2,000,000"
2014-05-19,extra," 20,252 ",2014-05-21,"$500,000"
2014-05-19,lotto649," 107,516 ",2014-05-21,"$ 7,000,000 "
2014-05-20,bc49," 42,421 ",2014-05-21,"$2,000,000"
2014-05-20,extra," 36,302 ",2014-05-21,"$500,000"
2014-05-20,lotto649," 212,298 ",2014-05-21,"$ 7,000,000 "
2014-05-21,bc49," 86,230 ",2014-05-21,"$2,000,000"
2014-05-21,extra," 63,857 ",2014-05-21,"$500,000"
2014-05-21,lotto649," 389,172 ",2014-05-21,"$ 7,000,000 "
2014-05-22,bc49," 29,533 ",2014-05-24,"$2,000,000"
2014-05-22,extra," 30,559 ",2014-05-24,"$500,000"
2014-05-22,lotto649," 142,726 ",2014-05-24,"$ 5,000,000 "
2014-05-23,bc49," 44,341 ",2014-05-24,"$2,000,000"
2014-05-23,extra," 45,483 ",2014-05-24,"$500,000"
2014-05-23,lotto649," 223,441 ",2014-05-24,"$ 5,000,000 "
2014-05-24,bc49," 87,633 ",2014-05-24,"$2,000,000"
2014-05-24,extra," 61,215 ",2014-05-24,"$500,000"
2014-05-24,lotto649," 364,726 ",2014-05-24,"$ 5,000,000 "
2014-05-25,bc49," 21,482 ",2014-05-28,"$2,000,000"
2014-05-25,extra," 22,621 ",2014-05-28,"$500,000"
2014-05-25,lotto649," 102,503 ",2014-05-28,"$ 7,000,000 "
2014-05-26,bc49," 30,690 ",2014-05-28,"$2,000,000"
2014-05-26,extra," 29,107 ",2014-05-28,"$500,000"
2014-05-26,lotto649," 152,555 ",2014-05-28,"$ 7,000,000 "
2014-05-27,bc49," 39,450 ",2014-05-28,"$2,000,000"
2014-05-27,extra," 34,268 ",2014-05-28,"$500,000"
2014-05-27,lotto649," 195,184 ",2014-05-28,"$ 7,000,000 "
2014-05-28,bc49," 87,804 ",2014-05-28,"$2,000,000"
2014-05-28,extra," 65,590 ",2014-05-28,"$500,000"
2014-05-28,lotto649," 388,329 ",2014-05-28,"$ 7,000,000 "
2014-05-29,bc49," 31,550 ",2014-05-31,"$2,000,000"
2014-05-29,extra," 34,831 ",2014-05-31,"$500,000"
2014-05-29,lotto649," 170,043 ",2014-05-31,"$ 10,000,000 "
2014-05-30,bc49," 50,205 ",2014-05-31,"$2,000,000"
2014-05-30,extra," 53,054 ",2014-05-31,"$500,000"
2014-05-30,lotto649," 281,501 ",2014-05-31,"$ 10,000,000 "
2014-05-31,bc49," 92,038 ",2014-05-31,"$2,000,000"
2014-05-31,extra," 67,593 ",2014-05-31,"$500,000"
2014-05-31,lotto649," 426,339 ",2014-05-31,"$ 10,000,000 "
2014-06-01,bc49," 22,604 ",2014-06-04,"$2,000,000"
2014-06-01,extra," 25,824 ",2014-06-04,"$500,000"
2014-06-01,lotto649," 123,374 ",2014-06-04,"$ 14,000,000 "
2014-06-02,bc49," 33,144 ",2014-06-04,"$2,000,000"
2014-06-02,extra," 33,743 ",2014-06-04,"$500,000"
2014-06-02,lotto649," 185,553 ",2014-06-04,"$ 14,000,000 "
2014-06-03,bc49," 42,376 ",2014-06-04,"$2,000,000"
2014-06-03,extra," 41,676 ",2014-06-04,"$500,000"
2014-06-03,lotto649," 248,138 ",2014-06-04,"$ 14,000,000 "
2014-06-04,bc49," 87,321 ",2014-06-04,"$2,000,000"
2014-06-04,extra," 73,508 ",2014-06-04,"$500,000"
2014-06-04,lotto649," 471,860 ",2014-06-04,"$ 14,000,000 "
2014-06-05,bc49," 29,896 ",2014-06-07,"$2,000,000"
2014-06-05,extra," 33,264 ",2014-06-07,"$500,000"
2014-06-05,lotto649," 152,829 ",2014-06-07,"$ 5,000,000 "
2014-06-06,bc49," 46,665 ",2014-06-07,"$2,000,000"
2014-06-06,extra," 49,184 ",2014-06-07,"$500,000"
2014-06-06,lotto649," 241,185 ",2014-06-07,"$ 5,000,000 "
2014-06-07,bc49," 86,918 ",2014-06-07,"$2,000,000"
2014-06-07,extra," 61,874 ",2014-06-07,"$500,000"
2014-06-07,lotto649," 365,896 ",2014-06-07,"$ 5,000,000 "
2014-06-08,bc49," 21,182 ",2014-06-11,"$2,000,000"
2014-06-08,extra," 22,147 ",2014-06-11,"$500,000"
2014-06-08,lotto649," 96,581 ",2014-06-11,"$ 5,000,000 "
2014-06-09,bc49," 29,341 ",2014-06-11,"$2,000,000"
2014-06-09,extra," 29,357 ",2014-06-11,"$500,000"
2014-06-09,lotto649," 146,612 ",2014-06-11,"$ 5,000,000 "
2014-06-10,bc49," 39,306 ",2014-06-11,"$2,000,000"
2014-06-10,extra," 33,707 ",2014-06-11,"$500,000"
2014-06-10,lotto649," 180,696 ",2014-06-11,"$ 5,000,000 "
2014-06-11,bc49," 82,063 ",2014-06-11,"$2,000,000"
2014-06-11,extra," 61,436 ",2014-06-11,"$500,000"
2014-06-11,lotto649," 362,224 ",2014-06-11,"$ 5,000,000 "
2014-06-12,bc49," 31,396 ",2014-06-14,"$2,000,000"
2014-06-12,extra," 32,019 ",2014-06-14,"$500,000"
2014-06-12,lotto649," 154,439 ",2014-06-14,"$ 7,000,000 "
2014-06-13,bc49," 46,888 ",2014-06-14,"$2,000,000"
2014-06-13,extra," 51,099 ",2014-06-14,"$500,000"
2014-06-13,lotto649," 260,179 ",2014-06-14,"$ 7,000,000 "
2014-06-14,bc49," 87,689 ",2014-06-14,"$2,000,000"
2014-06-14,extra," 64,999 ",2014-06-14,"$500,000"
2014-06-14,lotto649," 396,587 ",2014-06-14,"$ 7,000,000 "
2014-06-15,bc49," 23,010 ",2014-06-18,"$2,000,000"
2014-06-15,extra," 26,240 ",2014-06-18,"$500,000"
2014-06-15,lotto649," 126,957 ",2014-06-18,"$ 10,000,000 "
2014-06-16,bc49," 29,912 ",2014-06-18,"$2,000,000"
2014-06-16,extra," 30,410 ",2014-06-18,"$500,000"
2014-06-16,lotto649," 159,967 ",2014-06-18,"$ 10,000,000 "
2014-06-17,bc49," 39,056 ",2014-06-18,"$2,000,000"
2014-06-17,extra," 37,313 ",2014-06-18,"$500,000"
2014-06-17,lotto649," 212,729 ",2014-06-18,"$ 10,000,000 "
2014-06-18,bc49," 81,407 ",2014-06-18,"$2,000,000"
2014-06-18,extra," 66,460 ",2014-06-18,"$500,000"
2014-06-18,lotto649," 411,218 ",2014-06-18,"$ 10,000,000 "
2014-06-19,bc49," 32,185 ",2014-06-21,"$2,000,000"
2014-06-19,extra," 35,216 ",2014-06-21,"$500,000"
2014-06-19,lotto649," 181,894 ",2014-06-21,"$ 14,000,000 "
2014-06-20,bc49," 46,940 ",2014-06-21,"$2,000,000"
2014-06-20,extra," 53,842 ",2014-06-21,"$500,000"
2014-06-20,lotto649," 295,616 ",2014-06-21,"$ 14,000,000 "
2014-06-21,bc49," 89,104 ",2014-06-21,"$2,000,000"
2014-06-21,extra," 70,095 ",2014-06-21,"$500,000"
2014-06-21,lotto649," 451,954 ",2014-06-21,"$ 14,000,000 "
2014-06-22,bc49," 24,516 ",2014-06-25,"$2,000,000"
2014-06-22,extra," 27,295 ",2014-06-25,"$500,000"
2014-06-22,lotto649," 142,348 ",2014-06-25,"$ 18,000,000 "
2014-06-23,bc49," 33,223 ",2014-06-25,"$2,000,000"
2014-06-23,extra," 34,250 ",2014-06-25,"$500,000"
2014-06-23,lotto649," 203,698 ",2014-06-25,"$ 18,000,000 "
2014-06-24,bc49," 44,043 ",2014-06-25,"$2,000,000"
2014-06-24,extra," 43,704 ",2014-06-25,"$500,000"
2014-06-24,lotto649," 279,177 ",2014-06-25,"$ 18,000,000 "
2014-06-25,bc49," 89,077 ",2014-06-25,"$2,000,000"
2014-06-25,extra," 76,172 ",2014-06-25,"$500,000"
2014-06-25,lotto649," 505,521 ",2014-06-25,"$ 18,000,000 "
2014-06-26,bc49," 33,171 ",2014-06-28,"$2,000,000"
2014-06-26,extra," 34,785 ",2014-06-28,"$500,000"
2014-06-26,lotto649," 160,375 ",2014-06-28,"$ 5,000,000 "
2014-06-27,bc49," 46,928 ",2014-06-28,"$2,000,000"
2014-06-27,extra," 49,430 ",2014-06-28,"$500,000"
2014-06-27,lotto649," 247,431 ",2014-06-28,"$ 5,000,000 "
2014-06-28,bc49," 88,337 ",2014-06-28,"$2,000,000"
2014-06-28,extra," 64,643 ",2014-06-28,"$500,000"
2014-06-28,lotto649," 384,558 ",2014-06-28,"$ 5,000,000 "
2014-06-29,bc49," 23,396 ",2014-07-02,"$2,000,000"
2014-06-29,extra," 22,625 ",2014-07-02,"$500,000"
2014-06-29,lotto649," 101,249 ",2014-07-02,"$ 5,000,000 "
2014-06-30,bc49," 33,197 ",2014-07-02,"$2,000,000"
2014-06-30,extra," 30,464 ",2014-07-02,"$500,000"
2014-06-30,lotto649," 154,859 ",2014-07-02,"$ 5,000,000 "
2014-07-01,bc49," 25,034 ",2014-07-02,"$2,000,000"
2014-07-01,extra," 22,023 ",2014-07-02,"$500,000"
2014-07-01,lotto649," 116,351 ",2014-07-02,"$ 5,000,000 "
2014-07-02,bc49," 85,845 ",2014-07-02,"$2,000,000"
2014-07-02,extra," 62,048 ",2014-07-02,"$500,000"
2014-07-02,lotto649," 367,971 ",2014-07-02,"$ 5,000,000 "
2014-07-03,bc49," 32,888 ",2014-07-05,"$2,000,000"
2014-07-03,extra," 33,356 ",2014-07-05,"$500,000"
2014-07-03,lotto649," 160,285 ",2014-07-05,"$ 7,000,000 "
2014-07-04,bc49," 45,805 ",2014-07-05,"$2,000,000"
2014-07-04,extra," 47,110 ",2014-07-05,"$500,000"
2014-07-04,lotto649," 235,968 ",2014-07-05,"$ 7,000,000 "
2014-07-05,bc49," 88,757 ",2014-07-05,"$2,000,000"
2014-07-05,extra," 61,872 ",2014-07-05,"$500,000"
2014-07-05,lotto649," 378,943 ",2014-07-05,"$ 7,000,000 "
2014-07-06,bc49," 22,094 ",2014-07-09,"$2,000,000"
2014-07-06,extra," 23,774 ",2014-07-09,"$500,000"
2014-07-06,lotto649," 110,786 ",2014-07-09,"$ 9,000,000 "
2014-07-07,bc49," 29,744 ",2014-07-09,"$2,000,000"
2014-07-07,extra," 29,306 ",2014-07-09,"$500,000"
2014-07-07,lotto649," 157,383 ",2014-07-09,"$ 9,000,000 "
2014-07-08,bc49," 38,137 ",2014-07-09,"$2,000,000"
2014-07-08,extra," 34,263 ",2014-07-09,"$500,000"
2014-07-08,lotto649," 199,511 ",2014-07-09,"$ 9,000,000 "
2014-07-09,bc49," 80,731 ",2014-07-09,"$2,000,000"
2014-07-09,extra," 61,306 ",2014-07-09,"$500,000"
2014-07-09,lotto649," 379,680 ",2014-07-09,"$ 9,000,000 "
2014-07-10,bc49," 31,682 ",2014-07-12,"$2,000,000"
2014-07-10,extra," 35,226 ",2014-07-12,"$500,000"
2014-07-10,lotto649," 186,038 ",2014-07-12,"$ 13,000,000 "
2014-07-11,bc49," 47,593 ",2014-07-12,"$2,000,000"
2014-07-11,extra," 50,420 ",2014-07-12,"$500,000"
2014-07-11,lotto649," 280,413 ",2014-07-12,"$ 13,000,000 "
2014-07-12,bc49," 86,882 ",2014-07-12,"$2,000,000"
2014-07-12,extra," 64,391 ",2014-07-12,"$500,000"
2014-07-12,lotto649," 424,005 ",2014-07-12,"$ 13,000,000 "
2014-07-13,bc49," 19,522 ",2014-07-16,"$2,000,000"
2014-07-13,extra," 19,838 ",2014-07-16,"$500,000"
2014-07-13,lotto649," 86,997 ",2014-07-16,"$ 5,000,000 "
2014-07-14,bc49," 26,651 ",2014-07-16,"$2,000,000"
2014-07-14,extra," 26,416 ",2014-07-16,"$500,000"
2014-07-14,lotto649," 131,510 ",2014-07-16,"$ 5,000,000 "
2014-07-15,bc49," 38,893 ",2014-07-16,"$2,000,000"
2014-07-15,extra," 33,356 ",2014-07-16,"$500,000"
2014-07-15,lotto649," 178,133 ",2014-07-16,"$ 5,000,000 "
2014-07-16,bc49," 80,028 ",2014-07-16,"$2,000,000"
2014-07-16,extra," 57,478 ",2014-07-16,"$500,000"
2014-07-16,lotto649," 331,604 ",2014-07-16,"$ 5,000,000 "
2014-07-17,bc49," 29,027 ",2014-07-19,"$2,000,000"
2014-07-17,extra," 30,748 ",2014-07-19,"$500,000"
2014-07-17,lotto649," 145,896 ",2014-07-19,"$ 7,000,000 "
2014-07-18,bc49," 44,678 ",2014-07-19,"$2,000,000"
2014-07-18,extra," 44,795 ",2014-07-19,"$500,000"
2014-07-18,lotto649," 225,936 ",2014-07-19,"$ 7,000,000 "
2014-07-19,bc49," 84,164 ",2014-07-19,"$2,000,000"
2014-07-19,extra," 59,729 ",2014-07-19,"$500,000"
2014-07-19,lotto649," 367,784 ",2014-07-19,"$ 7,000,000 "
2014-07-20,bc49," 20,880 ",2014-07-23,"$2,000,000"
2014-07-20,extra," 21,589 ",2014-07-23,"$500,000"
2014-07-20,lotto649," 96,092 ",2014-07-23,"$ 5,000,000 "
2014-07-21,bc49," 28,851 ",2014-07-23,"$2,000,000"
2014-07-21,extra," 27,118 ",2014-07-23,"$500,000"
2014-07-21,lotto649," 132,107 ",2014-07-23,"$ 5,000,000 "
2014-07-22,bc49," 37,172 ",2014-07-23,"$2,000,000"
2014-07-22,extra," 31,950 ",2014-07-23,"$500,000"
2014-07-22,lotto649," 173,832 ",2014-07-23,"$ 5,000,000 "
2014-07-23,bc49," 78,027 ",2014-07-23,"$2,000,000"
2014-07-23,extra," 57,502 ",2014-07-23,"$500,000"
2014-07-23,lotto649," 329,490 ",2014-07-23,"$ 5,000,000 "
2014-07-24,bc49," 30,819 ",2014-07-26,"$2,000,000"
2014-07-24,extra," 31,795 ",2014-07-26,"$500,000"
2014-07-24,lotto649," 155,094 ",2014-07-26,"$ 7,000,000 "
2014-07-25,bc49," 45,032 ",2014-07-26,"$2,000,000"
2014-07-25,extra," 45,926 ",2014-07-26,"$500,000"
2014-07-25,lotto649," 236,571 ",2014-07-26,"$ 7,000,000 "
2014-07-26,bc49," 83,857 ",2014-07-26,"$2,000,000"
2014-07-26,extra," 60,346 ",2014-07-26,"$500,000"
2014-07-26,lotto649," 366,700 ",2014-07-26,"$ 7,000,000 "
2014-07-27,bc49," 23,393 ",2014-07-30,"$2,000,000"
2014-07-27,extra," 23,461 ",2014-07-30,"$500,000"
2014-07-27,lotto649," 117,537 ",2014-07-30,"$ 9,000,000 "
2014-07-28,bc49," 30,691 ",2014-07-30,"$2,000,000"
2014-07-28,extra," 29,496 ",2014-07-30,"$500,000"
2014-07-28,lotto649," 167,080 ",2014-07-30,"$ 9,000,000 "
2014-07-29,bc49," 43,332 ",2014-07-30,"$2,000,000"
2014-07-29,extra," 38,155 ",2014-07-30,"$500,000"
2014-07-29,lotto649," 222,720 ",2014-07-30,"$ 9,000,000 "
2014-07-30,bc49," 83,869 ",2014-07-30,"$2,000,000"
2014-07-30,extra," 63,695 ",2014-07-30,"$500,000"
2014-07-30,lotto649," 397,393 ",2014-07-30,"$ 9,000,000 "
2014-07-31,bc49," 35,494 ",2014-08-02,"$2,000,000"
2014-07-31,extra," 38,912 ",2014-08-02,"$500,000"
2014-07-31,lotto649," 207,067 ",2014-08-02,"$ 13,000,000 "
2014-08-01,bc49," 53,352 ",2014-08-02,"$2,000,000"
2014-08-01,extra," 53,587 ",2014-08-02,"$500,000"
2014-08-01,lotto649," 305,264 ",2014-08-02,"$ 13,000,000 "
2014-08-02,bc49," 89,136 ",2014-08-02,"$2,000,000"
2014-08-02,extra," 67,140 ",2014-08-02,"$500,000"
2014-08-02,lotto649," 439,170 ",2014-08-02,"$ 13,000,000 "
2014-08-03,bc49," 20,013 ",2014-08-06,"$2,000,000"
2014-08-03,extra," 20,767 ",2014-08-06,"$500,000"
2014-08-03,lotto649," 87,886 ",2014-08-06,"$ 5,000,000 "
2014-08-04,bc49," 21,047 ",2014-08-06,"$2,000,000"
2014-08-04,extra," 19,681 ",2014-08-06,"$500,000"
2014-08-04,lotto649," 93,491 ",2014-08-06,"$ 5,000,000 "
2014-08-05,bc49," 42,091 ",2014-08-06,"$2,000,000"
2014-08-05,extra," 35,336 ",2014-08-06,"$500,000"
2014-08-05,lotto649," 189,227 ",2014-08-06,"$ 5,000,000 "
2014-08-06,bc49," 82,612 ",2014-08-06,"$2,000,000"
2014-08-06,extra," 59,713 ",2014-08-06,"$500,000"
2014-08-06,lotto649," 345,079 ",2014-08-06,"$ 5,000,000 "
2014-08-07,bc49," 30,491 ",2014-08-09,"$2,000,000"
2014-08-07,extra," 30,365 ",2014-08-09,"$500,000"
2014-08-07,lotto649," 138,627 ",2014-08-09,"$ 5,000,000 "
2014-08-08,bc49," 45,196 ",2014-08-09,"$2,000,000"
2014-08-08,extra," 44,295 ",2014-08-09,"$500,000"
2014-08-08,lotto649," 216,682 ",2014-08-09,"$ 5,000,000 "
2014-08-09,bc49," 84,034 ",2014-08-09,"$2,000,000"
2014-08-09,extra," 58,275 ",2014-08-09,"$500,000"
2014-08-09,lotto649," 343,104 ",2014-08-09,"$ 5,000,000 "
2014-08-10,bc49," 21,151 ",2014-08-13,"$2,000,000"
2014-08-10,extra," 22,157 ",2014-08-13,"$500,000"
2014-08-10,lotto649," 98,031 ",2014-08-13,"$ 7,000,000 "
2014-08-11,bc49," 29,767 ",2014-08-13,"$2,000,000"
2014-08-11,extra," 27,951 ",2014-08-13,"$500,000"
2014-08-11,lotto649," 142,351 ",2014-08-13,"$ 7,000,000 "
2014-08-12,bc49," 37,787 ",2014-08-13,"$2,000,000"
2014-08-12,extra," 33,008 ",2014-08-13,"$500,000"
2014-08-12,lotto649," 180,773 ",2014-08-13,"$ 7,000,000 "
2014-08-13,bc49," 76,790 ",2014-08-13,"$2,000,000"
2014-08-13,extra," 57,020 ",2014-08-13,"$500,000"
2014-08-13,lotto649," 342,346 ",2014-08-13,"$ 7,000,000 "
2014-08-14,bc49," 32,047 ",2014-08-16,"$2,000,000"
2014-08-14,extra," 33,431 ",2014-08-16,"$500,000"
2014-08-14,lotto649," 169,407 ",2014-08-16,"$ 10,000,000 "
2014-08-15,bc49," 46,678 ",2014-08-16,"$2,000,000"
2014-08-15,extra," 48,642 ",2014-08-16,"$500,000"
2014-08-15,lotto649," 258,901 ",2014-08-16,"$ 10,000,000 "
2014-08-16,bc49," 84,502 ",2014-08-16,"$2,000,000"
2014-08-16,extra," 64,258 ",2014-08-16,"$500,000"
2014-08-16,lotto649," 398,538 ",2014-08-16,"$ 10,000,000 "
2014-08-17,bc49," 21,943 ",2014-08-20,"$2,000,000"
2014-08-17,extra," 21,953 ",2014-08-20,"$500,000"
2014-08-17,lotto649," 98,099 ",2014-08-20,"$ 5,000,000 "
2014-08-18,bc49," 29,825 ",2014-08-20,"$2,000,000"
2014-08-18,extra," 28,419 ",2014-08-20,"$500,000"
2014-08-18,lotto649," 139,125 ",2014-08-20,"$ 5,000,000 "
2014-08-19,bc49," 37,394 ",2014-08-20,"$2,000,000"
2014-08-19,extra," 32,176 ",2014-08-20,"$500,000"
2014-08-19,lotto649," 171,237 ",2014-08-20,"$ 5,000,000 "
2014-08-20,bc49," 77,282 ",2014-08-20,"$2,000,000"
2014-08-20,extra," 56,898 ",2014-08-20,"$500,000"
2014-08-20,lotto649," 324,973 ",2014-08-20,"$ 5,000,000 "
2014-08-21,bc49," 29,903 ",2014-08-23,"$2,000,000"
2014-08-21,extra," 30,597 ",2014-08-23,"$500,000"
2014-08-21,lotto649," 140,529 ",2014-08-23,"$ 5,000,000 "
2014-08-22,bc49," 42,863 ",2014-08-23,"$2,000,000"
2014-08-22,extra," 43,172 ",2014-08-23,"$500,000"
2014-08-22,lotto649," 208,726 ",2014-08-23,"$ 5,000,000 "
2014-08-23,bc49," 82,117 ",2014-08-23,"$2,000,000"
2014-08-23,extra," 57,633 ",2014-08-23,"$500,000"
2014-08-23,lotto649," 331,681 ",2014-08-23,"$ 5,000,000 "
2014-08-24,bc49," 20,517 ",2014-08-27,"$2,000,000"
2014-08-24,extra," 21,828 ",2014-08-27,"$500,000"
2014-08-24,lotto649," 97,795 ",2014-08-27,"$ 7,000,000 "
2014-08-25,bc49," 28,580 ",2014-08-27,"$2,000,000"
2014-08-25,extra," 28,109 ",2014-08-27,"$500,000"
2014-08-25,lotto649," 138,765 ",2014-08-27,"$ 7,000,000 "
2014-08-26,bc49," 36,107 ",2014-08-27,"$2,000,000"
2014-08-26,extra," 33,489 ",2014-08-27,"$500,000"
2014-08-26,lotto649," 181,692 ",2014-08-27,"$ 7,000,000 "
2014-08-27,bc49," 83,744 ",2014-08-27,"$2,000,000"
2014-08-27,extra," 63,030 ",2014-08-27,"$500,000"
2014-08-27,lotto649," 359,112 ",2014-08-27,"$ 7,000,000 "
2014-08-28,bc49," 29,869 ",2014-08-30,"$2,000,000"
2014-08-28,extra," 32,866 ",2014-08-30,"$500,000"
2014-08-28,lotto649," 147,899 ",2014-08-30,"$ 5,000,000 "
2014-08-29,bc49," 46,473 ",2014-08-30,"$2,000,000"
2014-08-29,extra," 46,840 ",2014-08-30,"$500,000"
2014-08-29,lotto649," 225,973 ",2014-08-30,"$ 5,000,000 "
2014-08-30,bc49," 87,390 ",2014-08-30,"$2,000,000"
2014-08-30,extra," 60,772 ",2014-08-30,"$500,000"
2014-08-30,lotto649," 348,231 ",2014-08-30,"$ 5,000,000 "
2014-08-31,bc49," 23,475 ",2014-09-03,"$2,000,000"
2014-08-31,extra," 22,631 ",2014-09-03,"$500,000"
2014-08-31,lotto649," 104,266 ",2014-09-03,"$ 5,000,000 "
2014-09-01,bc49," 22,028 ",2014-09-03,"$2,000,000"
2014-09-01,extra," 21,484 ",2014-09-03,"$500,000"
2014-09-01,lotto649," 104,745 ",2014-09-03,"$ 5,000,000 "
2014-09-02,bc49," 41,284 ",2014-09-03,"$2,000,000"
2014-09-02,extra," 33,263 ",2014-09-03,"$500,000"
2014-09-02,lotto649," 193,913 ",2014-09-03,"$ 5,000,000 "
2014-09-03,bc49," 87,288 ",2014-09-03,"$2,000,000"
2014-09-03,extra," 62,934 ",2014-09-03,"$500,000"
2014-09-03,lotto649," 370,914 ",2014-09-03,"$ 5,000,000 "
2014-09-04,bc49," 30,838 ",2014-09-06,"$2,000,000"
2014-09-04,extra," 32,993 ",2014-09-06,"$500,000"
2014-09-04,lotto649," 158,548 ",2014-09-06,"$ 7,000,000 "
2014-09-05,bc49," 45,498 ",2014-09-06,"$2,000,000"
2014-09-05,extra," 48,935 ",2014-09-06,"$500,000"
2014-09-05,lotto649," 244,044 ",2014-09-06,"$ 7,000,000 "
2014-09-06,bc49," 87,323 ",2014-09-06,"$2,000,000"
2014-09-06,extra," 59,901 ",2014-09-06,"$500,000"
2014-09-06,lotto649," 368,567 ",2014-09-06,"$ 7,000,000 "
2014-09-07,bc49," 22,215 ",2014-09-10,"$2,000,000"
2014-09-07,extra," 23,180 ",2014-09-10,"$500,000"
2014-09-07,lotto649," 107,280 ",2014-09-10,"$ 9,000,000 "
2014-09-08,bc49," 30,490 ",2014-09-10,"$2,000,000"
2014-09-08,extra," 29,277 ",2014-09-10,"$500,000"
2014-09-08,lotto649," 152,834 ",2014-09-10,"$ 9,000,000 "
2014-09-09,bc49," 39,440 ",2014-09-10,"$2,000,000"
2014-09-09,extra," 34,982 ",2014-09-10,"$500,000"
2014-09-09,lotto649," 195,878 ",2014-09-10,"$ 9,000,000 "
2014-09-10,bc49," 81,166 ",2014-09-10,"$2,000,000"
2014-09-10,extra," 62,035 ",2014-09-10,"$500,000"
2014-09-10,lotto649," 380,942 ",2014-09-10,"$ 9,000,000 "
2014-09-11,bc49," 30,089 ",2014-09-13,"$2,000,000"
2014-09-11,extra," 31,059 ",2014-09-13,"$500,000"
2014-09-11,lotto649," 138,932 ",2014-09-13,"$ 5,000,000 "
2014-09-12,bc49," 43,621 ",2014-09-13,"$2,000,000"
2014-09-12,extra," 43,708 ",2014-09-13,"$500,000"
2014-09-12,lotto649," 212,237 ",2014-09-13,"$ 5,000,000 "
2014-09-13,bc49," 87,261 ",2014-09-13,"$2,000,000"
2014-09-13,extra," 60,033 ",2014-09-13,"$500,000"
2014-09-13,lotto649," 345,686 ",2014-09-13,"$ 5,000,000 "
2014-09-14,bc49," 22,515 ",2014-09-17,"$2,000,000"
2014-09-14,extra," 22,354 ",2014-09-17,"$500,000"
2014-09-14,lotto649," 99,411 ",2014-09-17,"$ 5,000,000 "
2014-09-15,bc49," 30,658 ",2014-09-17,"$2,000,000"
2014-09-15,extra," 28,149 ",2014-09-17,"$500,000"
2014-09-15,lotto649," 136,995 ",2014-09-17,"$ 5,000,000 "
2014-09-16,bc49," 38,498 ",2014-09-17,"$2,000,000"
2014-09-16,extra," 33,183 ",2014-09-17,"$500,000"
2014-09-16,lotto649," 177,789 ",2014-09-17,"$ 5,000,000 "
2014-09-17,bc49," 81,603 ",2014-09-17,"$2,000,000"
2014-09-17,extra," 59,633 ",2014-09-17,"$500,000"
2014-09-17,lotto649," 341,853 ",2014-09-17,"$ 5,000,000 "
2014-09-18,bc49," 31,050 ",2014-09-20,"$2,000,000"
2014-09-18,extra," 30,842 ",2014-09-20,"$500,000"
2014-09-18,lotto649," 142,849 ",2014-09-20,"$ 5,000,000 "
2014-09-19,bc49," 45,938 ",2014-09-20,"$2,000,000"
2014-09-19,extra," 46,840 ",2014-09-20,"$500,000"
2014-09-19,lotto649," 228,765 ",2014-09-20,"$ 5,000,000 "
2014-09-20,bc49," 89,105 ",2014-09-20,"$2,000,000"
2014-09-20,extra," 63,688 ",2014-09-20,"$500,000"
2014-09-20,lotto649," 367,612 ",2014-09-20,"$ 5,000,000 "
2014-09-21,bc49," 21,959 ",2014-09-24,"$2,000,000"
2014-09-21,extra," 23,224 ",2014-09-24,"$500,000"
2014-09-21,lotto649," 103,603 ",2014-09-24,"$ 7,000,000 "
2014-09-22,bc49," 29,742 ",2014-09-24,"$2,000,000"
2014-09-22,extra," 28,687 ",2014-09-24,"$500,000"
2014-09-22,lotto649," 142,962 ",2014-09-24,"$ 7,000,000 "
2014-09-23,bc49," 37,086 ",2014-09-24,"$2,000,000"
2014-09-23,extra," 33,015 ",2014-09-24,"$500,000"
2014-09-23,lotto649," 180,494 ",2014-09-24,"$ 7,000,000 "
2014-09-24,bc49," 83,745 ",2014-09-24,"$2,000,000"
2014-09-24,extra," 64,804 ",2014-09-24,"$500,000"
2014-09-24,lotto649," 378,715 ",2014-09-24,"$ 7,000,000 "
2014-09-25,bc49," 32,864 ",2014-09-27,"$2,000,000"
2014-09-25,extra," 34,105 ",2014-09-27,"$500,000"
2014-09-25,lotto649," 170,561 ",2014-09-27,"$ 10,000,000 "
2014-09-26,bc49," 47,229 ",2014-09-27,"$2,000,000"
2014-09-26,extra," 51,279 ",2014-09-27,"$500,000"
2014-09-26,lotto649," 268,036 ",2014-09-27,"$ 10,000,000 "
2014-09-27,bc49," 93,981 ",2014-09-27,"$2,000,000"
2014-09-27,extra," 71,351 ",2014-09-27,"$500,000"
2014-09-27,lotto649," 442,858 ",2014-09-27,"$ 10,000,000 "
2014-09-28,bc49," 24,629 ",2014-10-01,"$2,000,000"
2014-09-28,extra," 27,214 ",2014-10-01,"$500,000"
