date,type,sales,drawdate,jackpot
2016-06-04,extra," 68,755 ",2016-06-04,"$500,000"
2016-06-04,lotto649," 353,741 ",2016-06-04,"$ 7,000,000 "
2016-06-05,bc49," 22,353 ",2016-06-08,"$2,000,000"
2016-06-05,extra," 23,550 ",2016-06-08,"$500,000"
2016-06-05,lotto649," 94,657 ",2016-06-08,"$ 5,000,000 "
2016-06-06,bc49," 30,466 ",2016-06-08,"$2,000,000"
2016-06-06,extra," 29,463 ",2016-06-08,"$500,000"
2016-06-06,lotto649," 132,261 ",2016-06-08,"$ 5,000,000 "
2016-06-07,bc49," 38,341 ",2016-06-08,"$2,000,000"
2016-06-07,extra," 35,174 ",2016-06-08,"$500,000"
2016-06-07,lotto649," 168,301 ",2016-06-08,"$ 5,000,000 "
2016-06-08,bc49," 80,464 ",2016-06-08,"$2,000,000"
2016-06-08,extra," 62,579 ",2016-06-08,"$500,000"
2016-06-08,lotto649," 311,331 ",2016-06-08,"$ 5,000,000 "
2016-06-09,bc49," 32,460 ",2016-06-11,"$2,000,000"
2016-06-09,extra," 34,396 ",2016-06-11,"$500,000"
2016-06-09,lotto649," 150,046 ",2016-06-11,"$ 7,000,000 "
2016-06-10,bc49," 50,091 ",2016-06-11,"$2,000,000"
2016-06-10,extra," 50,900 ",2016-06-11,"$500,000"
2016-06-10,lotto649," 233,310 ",2016-06-11,"$ 7,000,000 "
2016-06-11,bc49," 86,161 ",2016-06-11,"$2,000,000"
2016-06-11,extra," 67,389 ",2016-06-11,"$500,000"
2016-06-11,lotto649," 347,073 ",2016-06-11,"$ 7,000,000 "
2016-06-12,bc49," 22,537 ",2016-06-15,"$2,000,000"
2016-06-12,extra," 24,209 ",2016-06-15,"$500,000"
2016-06-12,lotto649," 105,246 ",2016-06-15,"$ 9,000,000 "
2016-06-13,bc49," 29,761 ",2016-06-15,"$2,000,000"
2016-06-13,extra," 30,276 ",2016-06-15,"$500,000"
2016-06-13,lotto649," 148,499 ",2016-06-15,"$ 9,000,000 "
2016-06-14,bc49," 39,996 ",2016-06-15,"$2,000,000"
2016-06-14,extra," 36,009 ",2016-06-15,"$500,000"
2016-06-14,lotto649," 181,823 ",2016-06-15,"$ 9,000,000 "
2016-06-15,bc49," 85,386 ",2016-06-15,"$2,000,000"
2016-06-15,extra," 70,166 ",2016-06-15,"$500,000"
2016-06-15,lotto649," 371,197 ",2016-06-15,"$ 9,000,000 "
2016-06-16,bc49," 34,407 ",2016-06-18,"$2,000,000"
2016-06-16,extra," 38,054 ",2016-06-18,"$500,000"
2016-06-16,lotto649," 172,931 ",2016-06-18,"$ 12,000,000 "
2016-06-17,bc49," 52,479 ",2016-06-18,"$2,000,000"
2016-06-17,extra," 56,686 ",2016-06-18,"$500,000"
2016-06-17,lotto649," 267,588 ",2016-06-18,"$ 12,000,000 "
2016-06-18,bc49," 86,377 ",2016-06-18,"$2,000,000"
2016-06-18,extra," 71,010 ",2016-06-18,"$500,000"
2016-06-18,lotto649," 382,757 ",2016-06-18,"$ 12,000,000 "
2016-06-19,bc49," 24,098 ",2016-06-22,"$2,000,000"
2016-06-19,extra," 26,073 ",2016-06-22,"$500,000"
2016-06-19,lotto649," 103,939 ",2016-06-22,"$ 5,000,000 "
2016-06-20,bc49," 30,564 ",2016-06-22,"$2,000,000"
2016-06-20,extra," 29,017 ",2016-06-22,"$500,000"
2016-06-20,lotto649," 131,189 ",2016-06-22,"$ 5,000,000 "
2016-06-21,bc49," 38,105 ",2016-06-22,"$2,000,000"
2016-06-21,extra," 34,874 ",2016-06-22,"$500,000"
2016-06-21,lotto649," 165,524 ",2016-06-22,"$ 5,000,000 "
2016-06-22,bc49," 84,016 ",2016-06-22,"$2,000,000"
2016-06-22,extra," 66,620 ",2016-06-22,"$500,000"
2016-06-22,lotto649," 334,783 ",2016-06-22,"$ 5,000,000 "
2016-06-23,bc49," 32,674 ",2016-06-25,"$2,000,000"
2016-06-23,extra," 34,571 ",2016-06-25,"$500,000"
2016-06-23,lotto649," 151,816 ",2016-06-25,"$ 7,000,000 "
2016-06-24,bc49," 51,536 ",2016-06-25,"$2,000,000"
2016-06-24,extra," 52,455 ",2016-06-25,"$500,000"
2016-06-24,lotto649," 239,545 ",2016-06-25,"$ 7,000,000 "
2016-06-25,bc49," 89,877 ",2016-06-25,"$2,000,000"
2016-06-25,extra," 71,114 ",2016-06-25,"$500,000"
2016-06-25,lotto649," 364,837 ",2016-06-25,"$ 7,000,000 "
2016-06-26,bc49," 22,187 ",2016-06-29,"$2,000,000"
2016-06-26,extra," 23,909 ",2016-06-29,"$500,000"
2016-06-26,lotto649," 96,567 ",2016-06-29,"$ 5,000,000 "
2016-06-27,bc49," 30,922 ",2016-06-29,"$2,000,000"
2016-06-27,extra," 29,571 ",2016-06-29,"$500,000"
2016-06-27,lotto649," 136,673 ",2016-06-29,"$ 5,000,000 "
2016-06-28,bc49," 43,073 ",2016-06-29,"$2,000,000"
2016-06-28,extra," 38,203 ",2016-06-29,"$500,000"
2016-06-28,lotto649," 180,501 ",2016-06-29,"$ 5,000,000 "
2016-06-29,bc49," 85,253 ",2016-06-29,"$2,000,000"
2016-06-29,extra," 66,833 ",2016-06-29,"$500,000"
2016-06-29,lotto649," 337,881 ",2016-06-29,"$ 5,000,000 "
2016-06-30,bc49," 44,984 ",2016-07-02,"$2,000,000"
2016-06-30,extra," 46,967 ",2016-07-02,"$500,000"
2016-06-30,lotto649," 215,419 ",2016-07-02,"$ 7,000,000 "
2016-07-01,bc49," 41,513 ",2016-07-02,"$2,000,000"
2016-07-01,extra," 37,979 ",2016-07-02,"$500,000"
2016-07-01,lotto649," 181,078 ",2016-07-02,"$ 7,000,000 "
2016-07-02,bc49," 87,406 ",2016-07-02,"$2,000,000"
2016-07-02,extra," 68,461 ",2016-07-02,"$500,000"
2016-07-02,lotto649," 356,239 ",2016-07-02,"$ 7,000,000 "
2016-07-03,bc49," 25,064 ",2016-07-06,"$2,000,000"
2016-07-03,extra," 25,842 ",2016-07-06,"$500,000"
2016-07-03,lotto649," 108,679 ",2016-07-06,"$ 9,000,000 "
2016-07-04,bc49," 33,111 ",2016-07-06,"$2,000,000"
2016-07-04,extra," 32,526 ",2016-07-06,"$500,000"
2016-07-04,lotto649," 157,394 ",2016-07-06,"$ 9,000,000 "
2016-07-05,bc49," 43,387 ",2016-07-06,"$2,000,000"
2016-07-05,extra," 41,138 ",2016-07-06,"$500,000"
2016-07-05,lotto649," 207,731 ",2016-07-06,"$ 9,000,000 "
2016-07-06,bc49," 86,534 ",2016-07-06,"$2,000,000"
2016-07-06,extra," 77,622 ",2016-07-06,"$500,000"
2016-07-06,lotto649," 415,264 ",2016-07-06,"$ 9,000,000 "
2016-07-07,bc49," 29,757 ",2016-07-09,"$2,000,000"
2016-07-07,extra," 32,005 ",2016-07-09,"$500,000"
2016-07-07,lotto649," 133,556 ",2016-07-09,"$ 5,000,000 "
2016-07-08,bc49," 49,816 ",2016-07-09,"$2,000,000"
2016-07-08,extra," 51,466 ",2016-07-09,"$500,000"
2016-07-08,lotto649," 229,843 ",2016-07-09,"$ 5,000,000 "
2016-07-09,bc49," 87,251 ",2016-07-09,"$2,000,000"
2016-07-09,extra," 69,127 ",2016-07-09,"$500,000"
2016-07-09,lotto649," 350,124 ",2016-07-09,"$ 5,000,000 "
2016-07-10,bc49," 23,260 ",2016-07-13,"$2,000,000"
2016-07-10,extra," 26,199 ",2016-07-13,"$500,000"
2016-07-10,lotto649," 109,836 ",2016-07-13,"$ 7,000,000 "
2016-07-11,bc49," 31,812 ",2016-07-13,"$2,000,000"
2016-07-11,extra," 32,893 ",2016-07-13,"$500,000"
2016-07-11,lotto649," 153,230 ",2016-07-13,"$ 7,000,000 "
2016-07-12,bc49," 40,760 ",2016-07-13,"$2,000,000"
2016-07-12,extra," 39,871 ",2016-07-13,"$500,000"
2016-07-12,lotto649," 198,388 ",2016-07-13,"$ 7,000,000 "
2016-07-13,bc49," 82,572 ",2016-07-13,"$2,000,000"
2016-07-13,extra," 72,711 ",2016-07-13,"$500,000"
2016-07-13,lotto649," 382,640 ",2016-07-13,"$ 7,000,000 "
2016-07-14,bc49," 30,603 ",2016-07-16,"$2,000,000"
2016-07-14,extra," 33,224 ",2016-07-16,"$500,000"
2016-07-14,lotto649," 134,940 ",2016-07-16,"$ 5,000,000 "
2016-07-15,bc49," 49,270 ",2016-07-16,"$2,000,000"
2016-07-15,extra," 50,690 ",2016-07-16,"$500,000"
2016-07-15,lotto649," 225,048 ",2016-07-16,"$ 5,000,000 "
2016-07-16,bc49," 83,326 ",2016-07-16,"$2,000,000"
2016-07-16,extra," 66,491 ",2016-07-16,"$500,000"
2016-07-16,lotto649," 330,502 ",2016-07-16,"$ 5,000,000 "
2016-07-17,bc49," 22,994 ",2016-07-20,"$2,000,000"
2016-07-17,extra," 25,309 ",2016-07-20,"$500,000"
2016-07-17,lotto649," 107,222 ",2016-07-20,"$ 5,000,000 "
2016-07-18,bc49," 30,241 ",2016-07-20,"$2,000,000"
2016-07-18,extra," 31,091 ",2016-07-20,"$500,000"
2016-07-18,lotto649," 142,598 ",2016-07-20,"$ 5,000,000 "
2016-07-19,bc49," 39,629 ",2016-07-20,"$2,000,000"
2016-07-19,extra," 37,971 ",2016-07-20,"$500,000"
2016-07-19,lotto649," 181,458 ",2016-07-20,"$ 5,000,000 "
2016-07-20,bc49," 81,943 ",2016-07-20,"$2,000,000"
2016-07-20,extra," 72,207 ",2016-07-20,"$500,000"
2016-07-20,lotto649," 367,143 ",2016-07-20,"$ 5,000,000 "
2016-07-21,bc49," 29,524 ",2016-07-23,"$2,000,000"
2016-07-21,extra," 33,850 ",2016-07-23,"$500,000"
2016-07-21,lotto649," 141,707 ",2016-07-23,"$ 5,000,000 "
2016-07-22,bc49," 47,751 ",2016-07-23,"$2,000,000"
2016-07-22,extra," 50,016 ",2016-07-23,"$500,000"
2016-07-22,lotto649," 217,838 ",2016-07-23,"$ 5,000,000 "
2016-07-23,bc49," 82,990 ",2016-07-23,"$2,000,000"
2016-07-23,extra," 65,774 ",2016-07-23,"$500,000"
2016-07-23,lotto649," 326,161 ",2016-07-23,"$ 5,000,000 "
2016-07-24,bc49," 21,986 ",2016-07-27,"$2,000,000"
2016-07-24,extra," 24,779 ",2016-07-27,"$500,000"
2016-07-24,lotto649," 99,539 ",2016-07-27,"$ 5,000,000 "
2016-07-25,bc49," 29,437 ",2016-07-27,"$2,000,000"
2016-07-25,extra," 31,030 ",2016-07-27,"$500,000"
2016-07-25,lotto649," 143,446 ",2016-07-27,"$ 5,000,000 "
2016-07-26,bc49," 37,902 ",2016-07-27,"$2,000,000"
2016-07-26,extra," 37,354 ",2016-07-27,"$500,000"
2016-07-26,lotto649," 180,845 ",2016-07-27,"$ 5,000,000 "
2016-07-27,bc49," 88,532 ",2016-07-27,"$2,000,000"
2016-07-27,extra," 75,651 ",2016-07-27,"$500,000"
2016-07-27,lotto649," 381,056 ",2016-07-27,"$ 5,000,000 "
2016-07-28,bc49," 33,343 ",2016-07-30,"$2,000,000"
2016-07-28,extra," 38,100 ",2016-07-30,"$500,000"
2016-07-28,lotto649," 161,750 ",2016-07-30,"$ 7,000,000 "
2016-07-29,bc49," 49,394 ",2016-07-30,"$2,000,000"
2016-07-29,extra," 54,027 ",2016-07-30,"$500,000"
2016-07-29,lotto649," 245,967 ",2016-07-30,"$ 7,000,000 "
2016-07-30,bc49," 82,768 ",2016-07-30,"$2,000,000"
2016-07-30,extra," 67,478 ",2016-07-30,"$500,000"
2016-07-30,lotto649," 341,568 ",2016-07-30,"$ 7,000,000 "
2016-07-31,bc49," 23,823 ",2016-08-03,"$2,000,000"
2016-07-31,extra," 26,530 ",2016-08-03,"$500,000"
2016-07-31,lotto649," 114,724 ",2016-08-03,"$ 9,000,000 "
2016-08-01,bc49," 24,953 ",2016-08-03,"$2,000,000"
2016-08-01,extra," 25,600 ",2016-08-03,"$500,000"
2016-08-01,lotto649," 123,338 ",2016-08-03,"$ 9,000,000 "
2016-08-02,bc49," 44,665 ",2016-08-03,"$2,000,000"
2016-08-02,extra," 43,270 ",2016-08-03,"$500,000"
2016-08-02,lotto649," 219,936 ",2016-08-03,"$ 9,000,000 "
2016-08-03,bc49," 92,429 ",2016-08-03,"$2,000,000"
2016-08-03,extra," 82,187 ",2016-08-03,"$500,000"
2016-08-03,lotto649," 439,359 ",2016-08-03,"$ 9,000,000 "
2016-08-04,bc49," 34,861 ",2016-08-06,"$2,000,000"
2016-08-04,extra," 41,058 ",2016-08-06,"$500,000"
2016-08-04,lotto649," 186,568 ",2016-08-06,"$ 13,000,000 "
2016-08-05,bc49," 52,849 ",2016-08-06,"$2,000,000"
2016-08-05,extra," 61,464 ",2016-08-06,"$500,000"
2016-08-05,lotto649," 291,489 ",2016-08-06,"$ 13,000,000 "
2016-08-06,bc49," 88,132 ",2016-08-06,"$2,000,000"
2016-08-06,extra," 74,373 ",2016-08-06,"$500,000"
2016-08-06,lotto649," 404,065 ",2016-08-06,"$ 13,000,000 "
2016-08-07,bc49," 25,609 ",2016-08-10,"$2,000,000"
2016-08-07,extra," 30,493 ",2016-08-10,"$500,000"
2016-08-07,lotto649," 135,716 ",2016-08-10,"$ 17,000,000 "
2016-08-08,bc49," 33,524 ",2016-08-10,"$2,000,000"
2016-08-08,extra," 38,379 ",2016-08-10,"$500,000"
2016-08-08,lotto649," 189,820 ",2016-08-10,"$ 17,000,000 "
2016-08-09,bc49," 42,267 ",2016-08-10,"$2,000,000"
2016-08-09,extra," 46,257 ",2016-08-10,"$500,000"
2016-08-09,lotto649," 236,082 ",2016-08-10,"$ 17,000,000 "
2016-08-10,bc49," 91,041 ",2016-08-10,"$2,000,000"
2016-08-10,extra," 90,259 ",2016-08-10,"$500,000"
2016-08-10,lotto649," 510,643 ",2016-08-10,"$ 17,000,000 "
2016-08-11,bc49," 35,490 ",2016-08-13,"$2,000,000"
2016-08-11,extra," 45,932 ",2016-08-13,"$500,000"
2016-08-11,lotto649," 218,355 ",2016-08-13,"$ 21,000,000 "
2016-08-12,bc49," 58,862 ",2016-08-13,"$2,000,000"
2016-08-12,extra," 72,288 ",2016-08-13,"$500,000"
2016-08-12,lotto649," 361,224 ",2016-08-13,"$ 21,000,000 "
2016-08-13,bc49," 90,480 ",2016-08-13,"$2,000,000"
2016-08-13,extra," 82,824 ",2016-08-13,"$500,000"
2016-08-13,lotto649," 479,653 ",2016-08-13,"$ 21,000,000 "
2016-08-14,bc49," 21,841 ",2016-08-17,"$2,000,000"
2016-08-14,extra," 26,433 ",2016-08-17,"$500,000"
2016-08-14,lotto649," 100,031 ",2016-08-17,"$ 5,000,000 "
2016-08-15,bc49," 30,329 ",2016-08-17,"$2,000,000"
2016-08-15,extra," 33,002 ",2016-08-17,"$500,000"
2016-08-15,lotto649," 140,481 ",2016-08-17,"$ 5,000,000 "
2016-08-16,bc49," 39,832 ",2016-08-17,"$2,000,000"
2016-08-16,extra," 38,942 ",2016-08-17,"$500,000"
2016-08-16,lotto649," 181,084 ",2016-08-17,"$ 5,000,000 "
2016-08-17,bc49," 82,395 ",2016-08-17,"$2,000,000"
2016-08-17,extra," 72,087 ",2016-08-17,"$500,000"
2016-08-17,lotto649," 362,150 ",2016-08-17,"$ 5,000,000 "
2016-08-18,bc49," 31,277 ",2016-08-20,"$2,000,000"
2016-08-18,extra," 34,600 ",2016-08-20,"$500,000"
2016-08-18,lotto649," 145,156 ",2016-08-20,"$ 7,000,000 "
2016-08-19,bc49," 48,163 ",2016-08-20,"$2,000,000"
2016-08-19,extra," 51,175 ",2016-08-20,"$500,000"
2016-08-19,lotto649," 234,077 ",2016-08-20,"$ 7,000,000 "
2016-08-20,bc49," 84,626 ",2016-08-20,"$2,000,000"
2016-08-20,extra," 70,405 ",2016-08-20,"$500,000"
2016-08-20,lotto649," 361,474 ",2016-08-20,"$ 7,000,000 "
2016-08-21,bc49," 24,686 ",2016-08-24,"$2,000,000"
2016-08-21,extra," 27,345 ",2016-08-24,"$500,000"
2016-08-21,lotto649," 117,973 ",2016-08-24,"$ 10,000,000 "
2016-08-22,bc49," 32,819 ",2016-08-24,"$2,000,000"
2016-08-22,extra," 34,474 ",2016-08-24,"$500,000"
2016-08-22,lotto649," 167,192 ",2016-08-24,"$ 10,000,000 "
2016-08-23,bc49," 40,712 ",2016-08-24,"$2,000,000"
2016-08-23,extra," 41,807 ",2016-08-24,"$500,000"
2016-08-23,lotto649," 212,464 ",2016-08-24,"$ 10,000,000 "
2016-08-24,bc49," 87,177 ",2016-08-24,"$2,000,000"
2016-08-24,extra," 78,221 ",2016-08-24,"$500,000"
2016-08-24,lotto649," 421,571 ",2016-08-24,"$ 10,000,000 "
2016-08-25,bc49," 32,754 ",2016-08-27,"$2,000,000"
2016-08-25,extra," 38,288 ",2016-08-27,"$500,000"
2016-08-25,lotto649," 171,948 ",2016-08-27,"$ 14,000,000 "
2016-08-26,bc49," 50,946 ",2016-08-27,"$2,000,000"
2016-08-26,extra," 56,116 ",2016-08-27,"$500,000"
2016-08-26,lotto649," 267,425 ",2016-08-27,"$ 14,000,000 "
2016-08-27,bc49," 90,318 ",2016-08-27,"$2,000,000"
2016-08-27,extra," 77,206 ",2016-08-27,"$500,000"
2016-08-27,lotto649," 420,238 ",2016-08-27,"$ 14,000,000 "
2016-08-28,bc49," 22,692 ",2016-08-31,"$2,000,000"
2016-08-28,extra," 26,249 ",2016-08-31,"$500,000"
2016-08-28,lotto649," 104,493 ",2016-08-31,"$ 5,000,000 "
2016-08-29,bc49," 33,691 ",2016-08-31,"$2,000,000"
2016-08-29,extra," 33,737 ",2016-08-31,"$500,000"
2016-08-29,lotto649," 147,777 ",2016-08-31,"$ 5,000,000 "
2016-08-30,bc49," 39,782 ",2016-08-31,"$2,000,000"
2016-08-30,extra," 39,322 ",2016-08-31,"$500,000"
2016-08-30,lotto649," 183,693 ",2016-08-31,"$ 5,000,000 "
2016-08-31,bc49," 85,131 ",2016-08-31,"$2,000,000"
2016-08-31,extra," 72,066 ",2016-08-31,"$500,000"
2016-08-31,lotto649," 366,792 ",2016-08-31,"$ 5,000,000 "
2016-09-01,bc49," 34,648 ",2016-09-03,"$2,000,000"
2016-09-01,extra," 38,211 ",2016-09-03,"$500,000"
2016-09-01,lotto649," 161,943 ",2016-09-03,"$ 5,000,000 "
2016-09-02,bc49," 51,431 ",2016-09-03,"$2,000,000"
2016-09-02,extra," 53,187 ",2016-09-03,"$500,000"
2016-09-02,lotto649," 237,206 ",2016-09-03,"$ 5,000,000 "
2016-09-03,bc49," 87,720 ",2016-09-03,"$2,000,000"
2016-09-03,extra," 68,500 ",2016-09-03,"$500,000"
2016-09-03,lotto649," 344,333 ",2016-09-03,"$ 5,000,000 "
2016-09-04,bc49," 22,627 ",2016-09-07,"$2,000,000"
2016-09-04,extra," 24,640 ",2016-09-07,"$500,000"
2016-09-04,lotto649," 99,826 ",2016-09-07,"$ 5,000,000 "
2016-09-05,bc49," 20,865 ",2016-09-07,"$2,000,000"
2016-09-05,extra," 21,495 ",2016-09-07,"$500,000"
2016-09-05,lotto649," 93,414 ",2016-09-07,"$ 5,000,000 "
2016-09-06,bc49," 40,039 ",2016-09-07,"$2,000,000"
2016-09-06,extra," 36,304 ",2016-09-07,"$500,000"
2016-09-06,lotto649," 176,468 ",2016-09-07,"$ 5,000,000 "
2016-09-07,bc49," 84,174 ",2016-09-07,"$2,000,000"
2016-09-07,extra," 67,831 ",2016-09-07,"$500,000"
2016-09-07,lotto649," 344,148 ",2016-09-07,"$ 5,000,000 "
2016-09-08,bc49," 31,762 ",2016-09-10,"$2,000,000"
2016-09-08,extra," 35,607 ",2016-09-10,"$500,000"
2016-09-08,lotto649," 149,226 ",2016-09-10,"$ 5,000,000 "
2016-09-09,bc49," 47,730 ",2016-09-10,"$2,000,000"
2016-09-09,extra," 51,255 ",2016-09-10,"$500,000"
2016-09-09,lotto649," 224,596 ",2016-09-10,"$ 5,000,000 "
2016-09-10,bc49," 84,616 ",2016-09-10,"$2,000,000"
2016-09-10,extra," 65,895 ",2016-09-10,"$500,000"
2016-09-10,lotto649," 332,834 ",2016-09-10,"$ 5,000,000 "
2016-09-11,bc49," 24,265 ",2016-09-14,"$2,000,000"
2016-09-11,extra," 25,970 ",2016-09-14,"$500,000"
2016-09-11,lotto649," 107,279 ",2016-09-14,"$ 7,000,000 "
2016-09-12,bc49," 30,350 ",2016-09-14,"$2,000,000"
2016-09-12,extra," 30,526 ",2016-09-14,"$500,000"
2016-09-12,lotto649," 142,223 ",2016-09-14,"$ 7,000,000 "
2016-09-13,bc49," 37,528 ",2016-09-14,"$2,000,000"
2016-09-13,extra," 36,079 ",2016-09-14,"$500,000"
2016-09-13,lotto649," 176,383 ",2016-09-14,"$ 7,000,000 "
2016-09-14,bc49," 80,335 ",2016-09-14,"$2,000,000"
2016-09-14,extra," 66,510 ",2016-09-14,"$500,000"
2016-09-14,lotto649," 341,089 ",2016-09-14,"$ 7,000,000 "
2016-09-15,bc49," 31,718 ",2016-09-17,"$2,000,000"
2016-09-15,extra," 36,447 ",2016-09-17,"$500,000"
2016-09-15,lotto649," 160,512 ",2016-09-17,"$ 9,000,000 "
2016-09-16,bc49," 51,402 ",2016-09-17,"$2,000,000"
2016-09-16,extra," 57,092 ",2016-09-17,"$500,000"
2016-09-16,lotto649," 259,865 ",2016-09-17,"$ 9,000,000 "
2016-09-17,bc49," 83,357 ",2016-09-17,"$2,000,000"
2016-09-17,extra," 68,432 ",2016-09-17,"$500,000"
2016-09-17,lotto649," 356,244 ",2016-09-17,"$ 9,000,000 "
2016-09-18,bc49," 23,260 ",2016-09-21,"$2,000,000"
2016-09-18,extra," 24,732 ",2016-09-21,"$500,000"
2016-09-18,lotto649," 98,221 ",2016-09-21,"$ 5,000,000 "
2016-09-19,bc49," 28,809 ",2016-09-21,"$2,000,000"
2016-09-19,extra," 28,956 ",2016-09-21,"$500,000"
2016-09-19,lotto649," 125,782 ",2016-09-21,"$ 5,000,000 "
2016-09-20,bc49," 39,291 ",2016-09-21,"$2,000,000"
2016-09-20,extra," 36,127 ",2016-09-21,"$500,000"
2016-09-20,lotto649," 167,978 ",2016-09-21,"$ 5,000,000 "
2016-09-21,bc49," 80,779 ",2016-09-21,"$2,000,000"
2016-09-21,extra," 65,975 ",2016-09-21,"$500,000"
2016-09-21,lotto649," 326,093 ",2016-09-21,"$ 5,000,000 "
2016-09-22,bc49," 32,873 ",2016-09-24,"$2,000,000"
2016-09-22,extra," 34,881 ",2016-09-24,"$500,000"
2016-09-22,lotto649," 151,167 ",2016-09-24,"$ 7,000,000 "
2016-09-23,bc49," 46,866 ",2016-09-24,"$2,000,000"
2016-09-23,extra," 49,476 ",2016-09-24,"$500,000"
2016-09-23,lotto649," 227,002 ",2016-09-24,"$ 7,000,000 "
2016-09-24,bc49," 86,673 ",2016-09-24,"$2,000,000"
2016-09-24,extra," 71,850 ",2016-09-24,"$500,000"
2016-09-24,lotto649," 366,668 ",2016-09-24,"$ 7,000,000 "
2016-09-25,bc49," 23,122 ",2016-09-28,"$2,000,000"
2016-09-25,extra," 26,180 ",2016-09-28,"$500,000"
2016-09-25,lotto649," 109,171 ",2016-09-28,"$ 9,000,000 "
2016-09-26,bc49," 29,760 ",2016-09-28,"$2,000,000"
2016-09-26,extra," 30,289 ",2016-09-28,"$500,000"
2016-09-26,lotto649," 141,726 ",2016-09-28,"$ 9,000,000 "
2016-09-27,bc49," 38,722 ",2016-09-28,"$2,000,000"
2016-09-27,extra," 36,534 ",2016-09-28,"$500,000"
2016-09-27,lotto649," 180,865 ",2016-09-28,"$ 9,000,000 "
2016-09-28,bc49," 87,901 ",2016-09-28,"$2,000,000"
2016-09-28,extra," 72,355 ",2016-09-28,"$500,000"
2016-09-28,lotto649," 376,292 ",2016-09-28,"$ 9,000,000 "
2016-09-29,bc49," 34,195 ",2016-10-01,"$2,000,000"
2016-09-29,extra," 38,722 ",2016-10-01,"$500,000"
2016-09-29,lotto649," 174,746 ",2016-10-01,"$ 12,000,000 "
2016-09-30,bc49," 52,690 ",2016-10-01,"$2,000,000"
2016-09-30,extra," 57,923 ",2016-10-01,"$500,000"
2016-09-30,lotto649," 274,774 ",2016-10-01,"$ 12,000,000 "
2016-10-01,bc49," 93,088 ",2016-10-01,"$2,000,000"
2016-10-01,extra," 78,479 ",2016-10-01,"$500,000"
2016-10-01,lotto649," 421,981 ",2016-10-01,"$ 12,000,000 "
2016-10-02,bc49," 24,544 ",2016-10-05,"$2,000,000"
2016-10-02,extra," 28,979 ",2016-10-05,"$500,000"
2016-10-02,lotto649," 125,219 ",2016-10-05,"$ 16,000,000 "
2016-10-03,bc49," 35,108 ",2016-10-05,"$2,000,000"
2016-10-03,extra," 34,537 ",2016-10-05,"$500,000"
2016-10-03,lotto649," 171,534 ",2016-10-05,"$ 16,000,000 "
2016-10-04,bc49," 42,251 ",2016-10-05,"$2,000,000"
2016-10-04,extra," 41,459 ",2016-10-05,"$500,000"
2016-10-04,lotto649," 222,312 ",2016-10-05,"$ 16,000,000 "
2016-10-05,bc49," 90,824 ",2016-10-05,"$2,000,000"
2016-10-05,extra," 81,077 ",2016-10-05,"$500,000"
2016-10-05,lotto649," 450,602 ",2016-10-05,"$ 16,000,000 "
2016-10-06,bc49," 34,938 ",2016-10-08,"$2,000,000"
2016-10-06,extra," 43,260 ",2016-10-08,"$500,000"
2016-10-06,lotto649," 216,533 ",2016-10-08,"$ 20,000,000 "
2016-10-07,bc49," 58,758 ",2016-10-08,"$2,000,000"
2016-10-07,extra," 68,207 ",2016-10-08,"$500,000"
2016-10-07,lotto649," 355,807 ",2016-10-08,"$ 20,000,000 "
2016-10-08,bc49," 93,038 ",2016-10-08,"$2,000,000"
2016-10-08,extra," 85,821 ",2016-10-08,"$500,000"
2016-10-08,lotto649," 492,554 ",2016-10-08,"$ 20,000,000 "
2016-10-09,bc49," 21,750 ",2016-10-12,"$2,000,000"
2016-10-09,extra," 24,579 ",2016-10-12,"$500,000"
2016-10-09,lotto649," 96,806 ",2016-10-12,"$ 5,000,000 "
2016-10-10,bc49," 19,917 ",2016-10-12,"$2,000,000"
2016-10-10,extra," 20,465 ",2016-10-12,"$500,000"
2016-10-10,lotto649," 87,468 ",2016-10-12,"$ 5,000,000 "
2016-10-11,bc49," 40,338 ",2016-10-12,"$2,000,000"
2016-10-11,extra," 36,467 ",2016-10-12,"$500,000"
2016-10-11,lotto649," 175,971 ",2016-10-12,"$ 5,000,000 "
2016-10-12,bc49," 87,832 ",2016-10-12,"$2,000,000"
2016-10-12,extra," 69,687 ",2016-10-12,"$500,000"
2016-10-12,lotto649," 347,151 ",2016-10-12,"$ 5,000,000 "
2016-10-13,bc49," 33,183 ",2016-10-15,"$2,000,000"
2016-10-13,extra," 34,905 ",2016-10-15,"$500,000"
2016-10-13,lotto649," 148,778 ",2016-10-15,"$ 7,000,000 "
2016-10-14,bc49," 48,448 ",2016-10-15,"$2,000,000"
2016-10-14,extra," 50,770 ",2016-10-15,"$500,000"
2016-10-14,lotto649," 233,341 ",2016-10-15,"$ 7,000,000 "
2016-10-15,bc49," 91,027 ",2016-10-15,"$2,000,000"
2016-10-15,extra," 74,267 ",2016-10-15,"$500,000"
2016-10-15,lotto649," 374,464 ",2016-10-15,"$ 7,000,000 "
2016-10-16,bc49," 22,303 ",2016-10-19,"$2,000,000"
2016-10-16,extra," 25,870 ",2016-10-19,"$500,000"
2016-10-16,lotto649," 105,985 ",2016-10-19,"$ 9,000,000 "
2016-10-17,bc49," 30,309 ",2016-10-19,"$2,000,000"
2016-10-17,extra," 30,704 ",2016-10-19,"$500,000"
2016-10-17,lotto649," 141,870 ",2016-10-19,"$ 9,000,000 "
